SampleID,num_peak,n_transformations,normalized_transformations
RC2_0191_ICR-2,3939,24224,6.14978420919015
RC2_0191_ICR-3,3790,27961,7.3775725593667545
RC2_0192_ICR-1,3817,27080,7.094576892847786
RC2_0192_ICR-2,1899,10315,5.431806213796735
RC2_0192_ICR-3,4059,26096,6.429169746242917
RC2_0193_ICR-1,4442,24820,5.587573165240882
RC2_0193_ICR-2,4398,28396,6.456571168713052
RC2_0193_ICR-3,4481,27599,6.159116268690025
RC2_0194_ICR-1,3352,24958,7.445704057279237
RC2_0194_ICR-2,4190,28137,6.71527446300716
RC2_0194_ICR-3,4360,27061,6.206651376146789
RC2_0195_ICR-1,3940,23328,5.920812182741117
RC2_0195_ICR-2,3964,20740,5.232088799192734
RC2_0195_ICR-3,3994,26589,6.657235853780671
RC2_0196_ICR-1,4337,24739,5.704173391745446
RC2_0196_ICR-2,4050,28009,6.915802469135802
RC2_0196_ICR-3,3010,22899,7.607641196013289
RC2_0197_ICR-1,4135,28106,6.797097944377267
RC2_0197_ICR-2,4234,24513,5.789560699102504
RC2_0197_ICR-3,4234,26383,6.2312234293812
RC2_0198_ICR-1,3936,23847,6.058689024390244
RC2_0198_ICR-2,4084,24483,5.994857982370226
RC2_0198_ICR-3,3973,24514,6.17014850239114
RC2_0199_ICR-1,4198,23715,5.649118627918056
RC2_0199_ICR-2,4131,25674,6.214960058097313
RC2_0199_ICR-3,4135,23493,5.681499395405079
RC2_0200_ICR-1,4654,26098,5.607649333906317
RC2_0200_ICR-2,4648,26151,5.626290877796902
RC2_0200_ICR-3,4653,25685,5.5200945626477544
RC2_0201_ICR-1,4365,23137,5.30057273768614
RC2_0201_ICR-2,4388,17905,4.080446672743847
RC2_0201_ICR-3,4476,20508,4.581769436997319
RC2_0202_ICR-1,4660,20997,4.505793991416309
RC2_0202_ICR-2,4546,25218,5.5472943246810384
RC2_0202_ICR-3,4311,22112,5.129204360937138
RC2_0203_ICR-1,4458,24061,5.3972633467922835
RC2_0203_ICR-2,4633,23480,5.0679905029138785
RC2_0203_ICR-3,4722,23485,4.973528166031342
RC2_0204_ICR-1,4636,25249,5.4462899050905955
RC2_0204_ICR-2,4684,23986,5.120836891545688
RC2_0204_ICR-3,4702,25164,5.351765206295194
RC2_0205_ICR-1,4839,25391,5.247158503823104
RC2_0205_ICR-2,4742,23284,4.910164487557992
RC2_0205_ICR-3,4517,22415,4.9623644011512065
RC2_0206_ICR-1,4588,28315,6.17153443766347
RC2_0206_ICR-2,4245,26036,6.133333333333334
RC2_0206_ICR-3,3960,27256,6.8828282828282825
RC2_0207_ICR-1,4277,20121,4.704465747018938
RC2_0207_ICR-2,4212,21863,5.190645773979107
RC2_0207_ICR-3,4473,20045,4.481332439078918
RC2_0208_ICR-1,4475,22607,5.051843575418994
RC2_0208_ICR-2,4462,24045,5.388839085611833
RC2_0208_ICR-3,4497,24387,5.4229486324216145
RC2_0209_ICR-1,4532,22159,4.88945278022948
RC2_0209_ICR-2,4621,23956,5.184159272884657
RC2_0209_ICR-3,4660,22884,4.910729613733905
RC2_0210_ICR-1,4826,23373,4.843141317861583
RC2_0210_ICR-2,4696,22648,4.822827938671209
RC2_0210_ICR-3,4629,25181,5.439835817671203
RC2_0211_ICR-1,4499,23240,5.165592353856413
RC2_0211_ICR-2,4554,24348,5.346508563899868
RC2_0211_ICR-3,4732,25157,5.316356720202874
