Site_ID,Site_Name,Parent_ID,Field_Staff,Date,Time_Zone,Time_Arriving,Time_Leaving,Latitude,Longitude,Notes
T42,Naches River Craig Road 2,RC2_0063,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,PST,11:54:00,12:32:00,46.72895,-120.71431,River very shallow all the way across approximately 1.5-2 feet deep max (maybe; can't see thalweg clearly). 
T03,Yakima at Union Gap,RC2_0064,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,PST,10:37:00,11:07:00,46.530817,-120.470337,N/A
T02,Yakima at Mabton,RC2_0065,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,PST,8:46:00,9:30:00,46.232095,-119.999901,Extremely low water level 
T07,Yakima at Kiona,RC2_0066,Stephanie_Fulton; Lupita_Renteria, 2021-07-08,PST,6:57:00,7:55:00,46.255319,-119.47405,River  approximately 2 feet lower than last sampling event.
T06,American River,RC2_0067,Lupita_Renteria; Aaron_Pelly; Sophia McKever, 2021-07-15,PST,13:53:00,14:25:00,46.97777,-121.16953,Partly shaded; slightly breezy; low turbidity; low stage.
T05P,Little Naches at Nile,RC2_0068,Lupita_Renteria; Aaron_Pelly; Sophia McKever, 2021-07-15,PST,13:15:00,13:35:00,46.98904,-121.09921,Partly shaded; windy; low turbidity; same stage conditions as previous week.
T42,Naches River Craig Road 2,RC2_0069,Lupita_Renteria; Aaron_Pelly; Sophia McKever, 2021-07-15,PST,11:59:00,12:25:00,46.72895,-120.71431,Sunny; windy; low turbidity
T03,Yakima at Union Gap,RC2_0070,Lupita_Renteria; Aaron_Pelly; Sophia McKever, 2021-07-15,PST,10:03:00,10:35:00,46.530817,-120.470337,Sunny/partly shaded where sampling took place. Similar stage conditions to week before. No wind.
T02,Yakima at Mabton,RC2_0071,Lupita_Renteria; Aaron_Pelly; Sophia McKever, 2021-07-15,PST,8:17:00,9:05:00,46.232095,-119.999901,Sunny; slight wind; a lot of algae.
T07,Yakima at Kiona,RC2_0072,Lupita_Renteria; Aaron_Pelly; Sophia McKever, 2021-07-15,PST,7:00:00,7:34:00,46.255319,-119.47405,No wind; sunny; stage higher than last time.
T07,Yakima at Kiona,RC2_0073,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,PST,7:25:00,8:12:00,46.255319,-119.47405,N/A
T02,Yakima at Mabton,RC2_0074,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,PST,8:55:00,9:33:00,46.232095,-119.999901,N/A
T03,Yakima at Union Gap,RC2_0075,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,PST,10:43:00,11:24:00,46.530817,-120.470337,N/A
T42,Naches River Craig Road 2,RC2_0076,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,PST,12:00:00,12:50:00,46.72895,-120.71431,N/A
T05P,Little Naches at Nile,RC2_0077,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,PST,13:48:00,14:17:00,46.98904,-121.09921,N/A
T06,American River,RC2_0078,Stephanie_Fulton; Lupita_Renteria, 2021-07-22,PST,14:35:00,15:08:00,46.97777,-121.16953,N/A
T06,American River,RC2_0079,Stephanie_Fulton; Lupita_Renteria; Sopha McKever, 2021-07-29,PST,13:22:00,13:55:00,46.97777,-121.16953,N/A
T05P,Little Naches at Nile,RC2_0080,Stephanie_Fulton; Lupita_Renteria; Sophia McKever, 2021-07-29,PST,12:37:00,13:05:00,46.98904,-121.09921,N/A
T42,Naches River Craig Road 2,RC2_0081,Stephanie_Fulton; Lupita_Renteria; Sophia McKever, 2021-07-29,PST,11:12:00,11:42:00,46.72895,-120.71431,N/A
T03,Yakima at Union Gap,RC2_0082,Stephanie_Fulton; Lupita_Renteria; Sophia McKever, 2021-07-29,PST,10:00:00,10:30:00,46.530817,-120.470337,N/A
T02,Yakima at Mabton,RC2_0083,Stephanie_Fulton; Lupita_Renteria; Sophia McKever, 2021-07-29,PST,8:19:00,8:46:00,46.232095,-119.999901,N/A
T07,Yakima at Kiona,RC2_0084,Stephanie_Fulton; Lupita_Renteria; Sophia McKever, 2021-07-29,PST,6:55:00,7:40:00,46.255319,-119.47405,N/A
T06,American River,RC2_0085,Stephanie_Fulton; Aaron_Pelly; Sophia McKever, 2021-08-12,PST,14:10:00,14:50:00,46.97777,-121.16953,N/A
T05P,Little Naches at Nile,RC2_0086,Stephanie_Fulton; Aaron_Pelly; Sophia McKever, 2021-08-12,PST,13:18:00,13:56:00,46.98904,-121.09921,Heavy ash fall - tried to sheild vials while sampling.
T42,Naches River Craig Road 2,RC2_0087,Stephanie_Fulton; Aaron_Pelly; Sophia McKever, 2021-08-12,PST,11:35:00,12:15:00,46.72895,-120.71431,River has risen approximately 1 foot since last week. Slightly turbid; shallow; and swift. 
T03,Yakima at Union Gap,RC2_0088,Stephanie_Fulton; Aaron_Pelly; Sophia McKever, 2021-08-12,PST,10:24:00,10:59:00,46.530817,-120.470337,Smoky; hazy; and 95 degrees F. River is relatively high; clear; and flowing switfly. 
T02,Yakima at Mabton,RC2_0089,Stephanie_Fulton; Aaron_Pelly; Sophia McKever, 2021-08-12,PST,8:45:00,9:36:00,46.232095,-119.999901,Stagnant; smoky air; hot and 88 degrees F. River remains high and moving slowly. Less turbidity than last week.
T07,Yakima at Kiona,RC2_0090,Stephanie_Fulton; Aaron_Pelly; Sophia McKever, 2021-08-12,PST,7:10:00,7:57:00,46.255319,-119.47405,N/A
T06,American River,RC2_0091,Stephanie_Fulton; Sophia McKever, 2021-08-18,PST,14:52:00,15:32:00,46.97777,-121.16953,N/A
T05P,Little Naches at Nile,RC2_0092,Stephanie_Fulton; Sophia McKever, 2021-08-18,PST,13:55:00,14:29:00,46.98904,-121.09921,N/A
T42,Naches River Craig Road 2,RC2_0093,Stephanie_Fulton; Sophia McKever, 2021-08-18,PST,12:10:00,12:49:00,46.72895,-120.71431,Still relatively cool (80 degrees F) with a moderate down-canyon breeze; few clouds. Large smoke plume up-canyon towards Little Naches/American River. River has expanded slightly into side channel as level rose. Water appears greenish but clear.
T03,Yakima at Union Gap,RC2_0094,Stephanie_Fulton; Sophia McKever, 2021-08-18,PST,10:55:00,11:31:00,46.530817,-120.470337,N/A
T02,Yakima at Mabton,RC2_0095,Stephanie_Fulton; Sophia McKever, 2021-08-18,PST,8:40:00,9:25:00,46.232095,-119.999901,Sunny; few clouds; slight haze and 70 degrees F. River level has risen approximately 1 ft since last week and seems less turbid and more exposed SAV. 
T07,Yakima at Kiona,RC2_0096,Stephanie_Fulton; Sophia McKever, 2021-08-18,PST,7:05:00,7:57:00,46.255319,-119.47405,sunny; cool; 66 degrees F; few clouds and slight smoky haze. Water level has risen approximately 1 ft since last week + greater turbidity.
T07,Yakima at Kiona,RC2_0097,Lupita_Renteria; Sophia McKever, 2021-09-07,PST,7:24:00,9:55:00,46.255319,-119.47405,N/A
T02,Yakima at Mabton,RC2_0098,Lupita_Renteria; Sophia McKever, 2021-09-07,PST,10:40:00,13:18:00,46.232095,-119.999901,N/A
T03,Yakima at Union Gap,RC2_0099,Lupita_Renteria; Sophia McKever, 2021-09-08,PST,8:08:00,10:40:00,46.530817,-120.470337,N/A
T42,Naches River Craig Road 2,RC2_0100,Lupita_Renteria; Sophia McKever, 2021-09-08,PST,11:33:00,14:05:00,46.72895,-120.71431,N/A
T06,American River,RC2_0101,Stephanie_Fulton; Sophia McKever, 2021-09-16,PST,14:21:00,15:00:00,46.97777,-121.16953,Mild haze but saw smoke plumes on cliffs opposite Naches River on drive up. 
T42,Naches River Craig Road 2,RC2_0103,Stephanie_Fulton; Sophia McKever, 2021-09-16,PST,12:30:00,13:13:00,46.72895,-120.71431,River level is up and turbid (glacial flour?); and very swift. Water running in side channel again; some bits of bark seen on surface. Clear; sunny; and no sign of haze from Schneider Springs fire. 
T03,Yakima at Union Gap,RC2_0104,Stephanie_Fulton; Sophia McKever, 2021-09-16,PST,11:00:00,11:36:00,46.530817,-120.470337,Sky is clear; slight breeze; and 66 degrees F. Water is blue-green and slightly turbid.
T02,Yakima at Mabton,RC2_0105,Stephanie_Fulton; Sophia McKever, 2021-09-16,PST,9:10:00,10:10:00,46.232095,-119.999901,River is very high and quite turbid compared to previous sampling events. Deployed sensors (all 4) from tripod at boat ramp in ~2 ft of water.  Clear; cool; and sunny (59 degrees F).
T07,Yakima at Kiona,RC2_0106,Stephanie_Fulton; Sophia McKever, 2021-09-16,PST,7:30:00,8:26:00,46.255319,-119.47405,Weather is clear; no clouds; and cool (53 degrees F).
T06,American River,RC2_0107,Stephanie_Fulton; Lupita_Renteria, 2021-09-23,PST,12:30:00,12:58:00,46.97777,-121.16953,River level continues to drop but water is still cold and clear. Skies are blue with minimal haze from Schneider Springs Fire.
T05P,Little Naches at Nile,RC2_0108,Stephanie_Fulton; Lupita_Renteria, 2021-09-23,PST,11:50:00,12:16:00,46.98904,-121.09921," River appears to be the lowest it has been during previous sampling events. Rocks covered in loose accumulated POM and/or biofilm, which stirs up easily upon disturbance. River remains very clear and cold. "
T42,Naches River Craig Road 2,RC2_0109,Stephanie_Fulton; Lupita_Renteria, 2021-09-23,PST,10:30:00,11:00:00,46.72895,-120.71431,Sunny with scattered wispy clouds and 68 degF. River is receding but side channel still receiving slight amount of flow. Water is relatively turbid and greenish blue. 
