#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Locality,Country,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type,Physiographic_Feature_Name,State_or_Province
RC2_0160_RNA,10.58052/IEPRS00KL,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2021-12-02,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0163_RNA,10.58052/IEPRS00KR,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Josh_Torgeson, 2021-12-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0164_RNA,10.58052/IEPRS00KS,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Josh_Torgeson, 2021-12-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0165_RNA,10.58052/IEPRS00KT,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Josh_Torgeson, 2021-12-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0166_RNA,10.58052/IEPRS00KU,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Josh_Torgeson, 2021-12-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0167_RNA,10.58052/IEPRS00KV,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2021-12-30,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0177_RNA,10.58052/IEPRS00KW,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2022-01-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0178_RNA,10.58052/IEPRS00KX,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2022-01-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0179_RNA,10.58052/IEPRS00L0,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2022-01-27,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0183_RNA,10.58052/IEPRS00KZ,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2022-01-27,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0184_RNA,10.58052/IEPRS00KY,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2022-01-27,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0187_RNA,10.58052/IEPRS00L1,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-02-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0188_RNA,10.58052/IEPRS00L2,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-02-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0189_RNA,10.58052/IEPRS00L3,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-02-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0190_RNA,10.58052/IEPRS00L4,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-02-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0191_RNA,10.58052/IEPRS00L5,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Josh_Torgeson, 2022-03-01,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0192_RNA,10.58052/IEPRS00L6,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Josh_Torgeson, 2022-03-01,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0193_RNA,10.58052/IEPRS00L7,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Josh_Torgeson, 2022-03-01,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0194_RNA,10.58052/IEPRS00L8,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Josh_Torgeson, 2022-03-01,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0195_RNA,10.58052/IEPRS00LQ,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2022-03-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0196_RNA,10.58052/IEPRS00LR,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2022-03-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0197_RNA,10.58052/IEPRS00LS,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2022-03-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0198_RNA,10.58052/IEPRS00LT,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2022-03-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0199_RNA,10.58052/IEPRS00LU,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Sophia_McKever, 2022-03-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0200_RNA,10.58052/IEPRS00LV,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0201_RNA,10.58052/IEPRS00LW,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0202_RNA,10.58052/IEPRS00LX,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0203_RNA,10.58052/IEPRS00LY,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0204_RNA,10.58052/IEPRS00LZ,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0205_RNA,10.58052/IEPRS00M0,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0206_RNA,10.58052/IEPRS00M1,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0207_RNA,10.58052/IEPRS00M2,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0208_RNA,10.58052/IEPRS00M3,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0209_RNA,10.58052/IEPRS00M4,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0210_RNA,10.58052/IEPRS00M5,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0211_RNA,10.58052/IEPRS00M6,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
