Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,18O,17O
307,240.051721,240.05134048627892,240.05136054425222,1253592.4,nan,450871.0,7.66,-1,-0.08355700736863016,0.9987339684688321,0.0,0.5992403810812993,6.0,1.1,0.6,N1 O6,de-protonated,0,,C10 H11 O6 N1,10,11,6,,1,,,,
308,240.13263,240.13224922707664,240.13223742590012,3198202.8,nan,463250.2,23.36,-1,0.04914449077376264,0.9995618645945309,0.9966979737111787,0.9984163082411901,4.0,1.6666666666666667,0.3333333333333333,13C1 O4,de-protonated,1,303,C12 H20 O4 13C1,12,20,4,,,1,,,
309,241.035797,241.03541333366604,241.03537612715292,1518715.4,nan,450079.5,9.8,-1,0.1543612133834777,0.9956858850840026,0.0,0.5974115310504016,6.0,1.0,0.7,O7,de-protonated,0,,C10 H10 O7,10,10,7,,,,,,
310,241.072195,241.0718112170604,241.07176163653722,3970698.8,nan,471268.9,29.59,-1,0.20566707127195638,0.9923542904200138,0.0,0.5954125742520082,5.0,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,,C11 H14 O6,11,14,6,,,,,,
311,241.108558,241.10817410056688,241.10814714592152,5490842.5,nan,453188.4,41.86,-1,0.11179483432145122,0.9977348083263515,0.0,0.5986408849958109,4.0,1.5,0.4166666666666667,O5,de-protonated,0,,C12 H18 O5,12,18,5,,,,,,
314,241.14491,241.14452598410864,241.14453265530582,3825834.0,nan,474466.0,28.42,-1,-0.027664725011787288,0.999861140246862,0.0,0.5999166841481172,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,,,
315,241.181356,241.18097186734923,241.1809181646901,1260857.4,nan,427151.1,7.71,-1,0.22266545603588717,0.9910441361250196,0.0,0.5946264816750118,2.0,1.8571428571428572,0.21428571428571427,O3,de-protonated,0,,C14 H26 O3,14,26,3,,,,,,
319,242.067441,242.067054028663,242.06701060873021,3908148.0,nan,461246.4,29.08,-1,0.1793715412550805,0.9941790505426616,0.0,0.5965074303255969,5.0,1.3,0.6,N1 O6,de-protonated,0,,C10 H13 O6 N1,10,13,6,,1,,,,
320,242.103879,242.10349191192924,242.10339611811452,1231555.5,nan,461263.3,7.47,-1,0.3956731555951453,0.9719925816191516,0.0,0.583195548971491,4.0,1.5454545454545454,0.45454545454545453,N1 O5,de-protonated,0,,C11 H17 O5 N1,11,17,5,,1,,,,
321,242.140209,242.13982179554142,242.13978162749882,7521875.0,nan,452487.4,58.25,-1,0.16588782864317217,0.995019200552133,0.0,0.5970115203312798,3.0,1.75,0.3333333333333333,N1 O4,de-protonated,0,,C12 H21 O4 N1,12,21,4,,1,,,,
322,242.176565,242.17617767907038,242.1761671368831,9167459.0,nan,457750.6,71.53,-1,0.04353106834487578,0.9924739591934719,0.9945761173901154,0.9933148224721293,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,,,
324,243.051415,243.05102487637686,243.0510261916309,1733337.5,nan,444781.4,11.52,-1,-0.005411431804396651,0.9999946865444231,0.0,0.5999968119266539,5.0,1.2,0.7,O7,de-protonated,0,,C10 H12 O7,10,12,7,,,,,,
325,243.087833,243.08744275970716,243.0874117010152,5698537.0,nan,478926.1,43.53,-1,0.1277675866803776,0.997042313320729,0.0,0.5982253879924374,4.0,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,,C11 H16 O6,11,16,6,,,,,,
326,243.124183,243.1237926432553,243.12379721039952,8111096.5,nan,450230.9,63.0,-1,-0.018785261890388802,0.4999679856685696,0.8843699161556753,0.6537287578634119,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,,,,,,
328,243.160573,243.1601825266753,243.16018271978382,16043016.0,nan,443392.3,127.03,-1,-0.0007941617629885269,0.9932637170767966,0.9919334637919677,0.9927316157628651,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,,,
329,243.179982,243.1795914644961,243.17952197195538,1363728.6,nan,490892.4,8.54,-1,0.2857664171468921,0.9852916961796286,0.9945761173901154,0.9890054646638233,2.0,2.0833333333333335,0.25,13C1 N1 O3,de-protonated,1,322,C12 H25 O3 N1 13C1,12,25,3,,1,1,,,
331,243.196914,243.19652341025227,243.1965682291681,1322775.9,nan,541349.0,8.21,-1,-0.18429090571141948,0.9938563829083145,0.0,0.5963138297449887,1.0,2.0,0.21428571428571427,O3,de-protonated,0,,C14 H28 O3,14,28,3,,,,,,
334,244.163998,244.16360431207542,244.1635375548561,2105271.5,nan,394396.1,14.52,-1,0.2734119106549711,0.986527548591986,0.9919334637919677,0.9886899146719786,2.0,2.0,0.3333333333333333,13C1 O4,de-protonated,1,328,C12 H24 O4 13C1,12,24,4,,,1,,,
336,245.06712,245.06672341880898,245.0666762561089,2198332.8,nan,508137.1,15.27,-1,0.19244844215934864,0.9933023234414872,0.0,0.5959813940648923,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,,,,,,
337,245.103474,245.10307730234433,245.1030617654932,13074252.0,nan,450091.0,102.32,-1,0.06338905361310111,0.9993621660865564,0.9942300464942313,0.9973093182496263,3.0,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,,C11 H18 O6,11,18,6,,,,,,
338,245.139861,245.13946418577393,245.1394472748775,5836636.0,nan,454779.9,44.32,-1,0.06898480276462217,0.9991368760060936,0.0,0.5994821256036561,2.0,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H22 O5,12,22,5,,,,,,
341,246.106803,246.106403088052,246.1064166005655,1662205.8,nan,465907.1,10.86,-1,-0.05490516538013116,0.9994531585022636,0.9942300464942313,0.9973639136990506,3.0,1.8,0.6,13C1 O6,de-protonated,1,337,C10 H18 O6 13C1,10,18,6,,,1,,,
342,246.109979,246.10957907787727,246.1095441269785,2309119.3,nan,414643.6,16.04,-1,0.14201358541114042,0.9963472561392214,0.0,0.5978083536835328,3.0,1.8888888888888888,0.5555555555555556,N3 O5,de-protonated,0,,C9 H17 O5 N3,9,17,5,,3,,,,
343,247.02521,247.02480714581807,247.02481144310323,1245579.4,nan,418032.8,7.52,-1,-0.01739616815704855,0.9999450902965049,0.0,0.599967054177903,9.0,0.6666666666666666,0.5,O6,de-protonated,0,,C12 H8 O6,12,8,6,,,,,,
345,247.08272,247.08231696157748,247.0823263205869,4266660.5,nan,434015.0,31.73,-1,-0.03787810145951806,0.9997397002777094,0.0,0.5998438201666256,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,,,,,,
347,247.119096,247.11869284504235,247.1187118299712,3823284.0,nan,457273.5,28.17,-1,-0.07682513686174265,0.9989296446478094,0.0,0.5993577867886857,2.0,1.8181818181818181,0.5454545454545454,O6,de-protonated,0,,C11 H20 O6,11,20,6,,,,,,
349,248.114451,248.11404465629573,248.1139608021642,1988708.0,nan,411130.1,13.47,-1,0.3379661961006765,0.9794880149448816,0.0,0.5876928089669289,2.0,1.9,0.6,N1 O6,de-protonated,0,,C10 H19 O6 N1,10,19,6,,1,,,,
350,249.004453,249.0040438050609,249.0040759981969,1263079.0,nan,362183.6,7.65,-1,-0.12928758647266636,0.9969716291934894,0.0,0.5981829775160936,9.0,0.5454545454545454,0.6363636363636364,O7,de-protonated,0,,C11 H6 O7,11,6,7,,,,,,
351,249.040815,249.0404056885706,249.04046150758123,1701878.8,nan,419185.3,11.17,-1,-0.22413631223790206,0.9909259664529362,0.0,0.5945555798717617,8.0,0.8333333333333334,0.5,O6,de-protonated,0,,C12 H10 O6,12,10,6,,,,,,
353,249.077233,249.0768235719009,249.0768470169655,1991174.6,nan,421868.5,13.48,-1,-0.09412783602352683,0.9983936472228943,0.0,0.5990361883337365,7.0,1.0769230769230769,0.38461538461538464,O5,de-protonated,0,,C13 H14 O5,13,14,5,,,,,,
356,249.113668,249.1132584551767,249.11323252634983,2061334.5,nan,452425.6,14.05,-1,0.10408450243722911,0.9980361912796706,0.0,0.5988217147678023,6.0,1.2857142857142858,0.2857142857142857,O4,de-protonated,0,,C14 H18 O4,14,18,4,,,,,,
358,249.150029,249.1496193386896,249.1496180357341,3602470.3,nan,444378.9,26.4,-1,0.005229610651854033,0.999995037603478,0.0,0.5999970225620868,5.0,1.4666666666666666,0.2,O3,de-protonated,0,,C15 H22 O3,15,22,3,,,,,,
362,251.020129,251.0197133475859,251.01972606267492,1573461.8,nan,487893.5,10.13,-1,-0.05065374428186202,0.9995345469891584,0.0,0.5997207281934951,8.0,0.7272727272727273,0.6363636363636364,O7,de-protonated,0,,C11 H8 O7,11,8,7,,,,,,
363,251.056515,251.0560992310187,251.05611157205922,2062693.6,nan,473976.1,13.95,-1,-0.04915650311617912,0.9995616504292474,0.0,0.5997369902575485,7.0,1.0,0.5,O6,de-protonated,0,,C12 H12 O6,12,12,6,,,,,,
364,251.059908,251.0594922201488,251.0594828754292,2800999.3,nan,455641.5,19.82,-1,0.03722113771426788,0.9997486502079759,0.0,0.5998491901247855,2.0,1.7777777777777777,0.6666666666666666,S1 O6,de-protonated,0,,C9 H16 O6 S1,9,16,6,1,,,,,
367,251.092877,251.0924611145284,251.0924970814435,2413429.5,nan,437290.5,16.74,-1,-0.14324169588782815,0.9962839243315339,0.0,0.5977703545989204,6.0,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,,C13 H16 O5,13,16,5,,,,,,
369,251.114011,251.11359504682295,251.11362644954292,1638782.8,nan,557446.5,10.57,-1,-0.1250538268801372,0.997166444165556,0.0,0.5982998664993335,1.0,2.0,0.7,O7,de-protonated,0,,C10 H20 O7,10,20,7,,,,,,
371,251.129331,251.12891499774338,251.12888259082783,1576837.5,nan,519004.1,10.08,-1,0.1290449557881633,0.9969829679110899,0.0,0.5981897807466539,5.0,1.4285714285714286,0.2857142857142857,O4,de-protonated,0,,C14 H20 O4,14,20,4,,,,,,
374,252.088088,252.0876689262431,252.0877460536365,1425192.5,nan,513086.5,8.87,-1,-0.3059545518954341,0.9831583505847904,0.0,0.5898950103508742,6.0,1.25,0.4166666666666667,N1 O5,de-protonated,0,,C12 H15 O5 N1,12,15,5,,1,,,,
376,252.979049,252.978627071936,252.97873062959468,3435182.5,nan,414508.3,24.86,-1,-0.40935322282767495,0.970052226248569,0.0,0.5820313357491413,12.0,0.42857142857142855,0.07142857142857142,S2 O1,de-protonated,0,,C14 H6 O1 S2,14,6,1,2,,,,,
377,253.035693,253.03527089046975,253.03537612715292,1786567.4,nan,515580.3,11.74,-1,-0.4158971159659462,0.9691021508059078,0.0,0.5814612904835447,7.0,0.9090909090909091,0.6363636363636364,O7,de-protonated,0,,C11 H10 O7,11,10,7,,,,,,
377,253.035693,253.03527089046975,253.03521393590069,1786567.4,nan,515580.3,11.74,-1,0.22508554511069276,0.9908492988499966,0.0,0.5945095793099979,2.0,2.5,0.16666666666666666,N4 S2 P1 O1,de-protonated,0,,C6 H15 O1 S2 N4 P1,6,15,1,2,4,,1,,
380,253.072211,253.07178877347965,253.07176163653722,3620567.3,nan,435252.4,26.33,-1,0.10723022695185115,0.9979158195824382,0.0,0.5987494917494629,6.0,1.1666666666666667,0.5,O6,de-protonated,0,,C12 H14 O6,12,14,6,,,,,,
383,253.108542,253.10811965708868,253.10814714592152,2489063.3,nan,412860.6,17.33,-1,-0.10860508897856293,0.9978620894800626,0.0,0.5987172536880375,5.0,1.3846153846153846,0.38461538461538464,O5,de-protonated,0,,C13 H18 O5,13,18,5,,,,,,
385,253.14493,253.14450754051506,253.14453265530582,9217271.0,nan,431072.7,70.85,-1,-0.09921127071410876,0.49910780847257136,0.8676488643339467,0.6465242308171215,4.0,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,,C14 H22 O4,14,22,4,,,,,,
386,255.051445,255.05101643275128,255.05102619163094,2605627.3,nan,460621.1,18.25,-1,-0.03826245987750643,0.9997343915300176,0.0,0.5998406349180105,6.0,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,,C11 H12 O7,11,12,7,,,,,,
388,255.087836,255.08740731616808,255.0874117010152,3789899.3,nan,487917.0,27.67,-1,-0.017189586508730863,0.9999463866375051,0.0,0.599967831982503,5.0,1.3333333333333333,0.5,O6,de-protonated,0,,C12 H16 O6,12,16,6,,,,,,
389,255.124215,255.12378619962328,255.1237972103995,3309659.3,nan,456622.5,23.85,-1,-0.043158561944679014,0.9996620796313362,0.0,0.5997972477788017,4.0,1.5384615384615385,0.38461538461538464,O5,de-protonated,0,,C13 H20 O5,13,20,5,,,,,,
390,255.16052,255.1600910833156,255.16018271978382,1836139.1,nan,466590.0,12.13,-1,-0.3591331031749853,0.976869085771214,0.0,0.5861214514627284,3.0,1.7142857142857142,0.2857142857142857,O4,de-protonated,0,,C14 H24 O4,14,24,4,,,,,,
391,255.233426,255.23299684975194,255.23295373855242,2413195.3,nan,455997.4,16.72,-1,0.1689092214992896,0.9948365864742401,0.0,0.5969019518845441,1.0,2.0,0.125,O2,de-protonated,0,,C16 H32 O2,16,32,2,,,,,,
393,257.067054,257.0666189754909,257.0666762561089,2875825.0,nan,411824.8,20.39,-1,-0.22282397258658038,0.9910314375187315,0.0,0.5946188625112389,5.0,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,,C11 H14 O7,11,14,7,,,,,,
394,257.103507,257.10307185870903,257.1030617654932,8405953.0,nan,423396.6,64.38,-1,0.03925747044618731,0.9998475830683659,0.9761456919966572,0.9903668266396823,4.0,1.5,0.5,O6,de-protonated,0,,C12 H18 O6,12,18,6,,,,,,
395,257.1317,257.1312647683892,257.13120506640007,1358029.4,nan,386906.2,8.32,-1,0.23218492331482157,0.9902658174729619,0.0,0.5941594904837771,3.0,1.7692307692307692,0.23076923076923078,P1 O3,de-protonated,0,,C13 H23 O3 P1,13,23,3,,,,1,,
396,257.13987,257.13943474221554,257.13944727487745,10159057.0,nan,422234.7,78.33,-1,-0.048738775965803754,0.9951339850289884,0.9875991097067044,0.9921200349000748,3.0,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,,C13 H22 O5,13,22,5,,,,,,
397,257.176267,257.1758316256131,257.1758327842618,13616097.0,nan,423195.8,105.83,-1,-0.004505278196529006,0.9999915223588829,0.9878814940130349,0.9951475110205437,2.0,1.8571428571428572,0.2857142857142857,O4,de-protonated,0,,C14 H26 O4,14,26,4,,,,,,
398,258.062277,258.0618387871672,258.06192522830185,1237094.6,nan,472792.3,7.3,-1,-0.33496275978426443,0.9798472843497185,0.0,0.587908370609831,5.0,1.3,0.7,N1 O7,de-protonated,0,,C10 H13 O7 N1,10,13,7,,1,,,,
399,258.106858,258.10641964434626,258.10641660056547,1362554.3,nan,449620.1,8.29,-1,0.011792735855702294,0.9999747665001523,0.9761456919966572,0.9904431366987543,4.0,1.6363636363636365,0.5454545454545454,13C1 O6,de-protonated,1,394,C11 H18 O6 13C1,11,18,6,,,1,,,
400,258.143182,258.1427435279777,258.14280210994974,1277066.3,nan,348609.8,7.61,-1,-0.22693629867853807,0.9906989027790486,0.9875991097067044,0.9894589855501109,3.0,1.8333333333333333,0.4166666666666667,13C1 O5,de-protonated,1,396,C12 H22 O5 13C1,12,22,5,,,1,,,
401,258.179624,258.1791854112311,258.1791876193341,2299290.3,nan,345314.3,15.68,-1,-0.008552598588418066,0.999986727671433,0.9878814940130349,0.9951446342080739,2.0,2.0,0.3076923076923077,13C1 O4,de-protonated,1,397,C13 H26 O4 13C1,13,26,4,,,1,,,
402,259.08276,259.0823185179198,259.0823263205869,5083944.0,nan,428170.5,37.66,-1,-0.030116554825254865,0.999835438335895,0.0,0.599901263001537,4.0,1.4545454545454546,0.6363636363636364,O7,de-protonated,0,,C11 H16 O7,11,16,7,,,,,,
404,259.119175,259.1187334012597,259.1187118299712,15400760.0,nan,421964.9,119.08,-1,0.08324867152790164,0.9992742807606914,0.9949044990122474,0.9975263680613138,3.0,1.6666666666666667,0.5,O6,de-protonated,0,,C12 H20 O6,12,20,6,,,,,,
405,259.1555,259.15505828488796,259.15509733935545,7502664.0,nan,407352.3,56.75,-1,-0.15069920635873107,0.9925011305078433,0.9589099182832519,0.9790646456180068,2.0,1.8461538461538463,0.38461538461538464,O5,de-protonated,0,,C13 H24 O5,13,24,5,,,,,,
